trip1, sequence1, lat, long, trip2, sequence2, lat2,long2
199,5063,19.4194059396,-99.1121770612,481,12167,19.419411306,-99.1121770612
254,6592,19.4683256747,-99.1249200177,18,12873,19.4683110547,-99.1249200177
540,13715,19.350554084,-99.0751862705,69,1849,19.3506224977,-99.0751862705
617,15795,19.5218730969,-99.0838174563,387,12620,19.5219219444,-99.0838174563
256,6672,19.4164900861,-99.0896626226,489,12314,19.416487874,-99.0896626226
621,15906,19.3244679447,-99.1733005266,33,857,19.324403,-99.1733005266
473,11964,19.3426218054,-99.1444260094,15,448,19.3426239197,-99.1444260094
72,1949,19.4514605556,-99.0787707636,527,13349,19.4514996,-99.0787707636
61,5992,19.2549779,-99.0659591,420,10665,19.2549474898,-99.0659591
369,9371,19.2982965,-99.1513354,4,97,19.2982965,-99.1513354
610,15624,19.3044967859,-99.1261461584,65,1773,19.3045171551,-99.1261461584
621,15916,19.3206052126,-99.1589172386,154,3982,19.3206436521,-99.1589172386
155,4787,19.3444538293,-99.1619657833,414,10416,19.3444523274,-99.1619657833
295,7723,19.4266692,-99.2058591,219,5596,19.42667214,-99.2058591
40,1021,19.3883779088,-99.1122054367,239,9974,19.388376856,-99.1122054367
257,6697,19.4082702832,-99.0755574127,52,1400,19.4083235814,-99.0755574127
15,452,19.3368941522,-99.1472562021,480,12161,19.336886585,-99.1472562021
507,12791,19.3227111,-99.2230281,263,6919,19.3227111,-99.2230281
617,15791,19.4992752973,-99.0954690496,139,8794,19.499268695,-99.0954690496
78,13304,19.3949070586,-99.073224608,611,15656,19.3948596688,-99.073224608
391,9856,19.3266373943,-99.2132285058,97,5849,19.3266538686,-99.2132285058
155,4019,19.3413393907,-99.1392936549,335,8647,19.341337007,-99.1392936549
481,12170,19.4086826505,-99.113454098,372,9434,19.4087175253,-99.113454098
187,4813,19.4161263839,-99.1792232549,324,8401,19.4161479343,-99.1792232549
308,7977,19.4576222916,-99.2146893738,583,15396,19.4576773797,-99.2146893738
194,4926,19.3452552072,-99.0649967085,582,14777,19.3453339486,-99.0649967085
535,13542,19.4954468029,-99.1192340189,171,4432,19.4955244776,-99.1192340189
575,14661,19.2770531589,-98.8827234939,440,11139,19.2770323225,-98.8827234939
20,578,19.3205371391,-99.2409419482,222,5705,19.3205382633,-99.2409419482
360,9181,19.6093161352,-99.0249767842,363,9236,19.6092747541,-99.0249767842
83,2215,19.3695839015,-99.1220928283,37,941,19.3695843802,-99.1220928283
97,4383,19.2829670704,-99.2294039501,142,3664,19.282933,-99.2294039501
55,12989,19.4138419978,-99.0417177482,211,7694,19.4138380379,-99.0417177482
144,3693,19.2978625661,-99.1523518456,156,4027,19.29786491,-99.1523518456
558,14240,19.2989816719,-99.1506080245,105,2757,19.2990350212,-99.1506080245
2,55,19.5364603977,-99.0271862776,282,7308,19.5364015847,-99.0271862776
303,7867,19.468316599,-99.1249540075,572,14559,19.4683152328,-99.1249540075
443,11195,19.3240239115,-99.1733529845,307,7932,19.3241062985,-99.1733529845
353,9047,19.2613536042,-99.1037961902,61,5974,19.2612878782,-99.1037961902
97,5862,19.2942023826,-99.2310689111,162,4243,19.2942734151,-99.2310689111
259,6738,19.4276497397,-99.0470646539,332,14358,19.4276713436,-99.0470646539
460,11592,19.2835878439,-99.1759502776,326,8461,19.2835507773,-99.1759502776
165,16535,19.2645417,-99.1080044,375,9491,19.2645477738,-99.1080044
16,6548,19.4212593695,-99.0957130172,81,2177,19.4211851684,-99.0957130172
216,5453,19.316341123,-99.0731696007,435,11045,19.3163148869,-99.0731696007
507,12807,19.3371763495,-99.1847743892,285,7429,19.3371673683,-99.1847743892
413,10371,19.3828612868,-99.076102254,78,2067,19.3829131691,-99.076102254
65,1768,19.3302782765,-99.1402699862,558,14235,19.3302262608,-99.1402699862
309,7986,19.3420251637,-99.140488724,15,446,19.3420609856,-99.140488724
449,11313,19.3717313778,-99.1368087637,226,5774,19.3716941798,-99.1368087637
449,11318,19.3713214973,-99.1299319291,226,5781,19.3713241871,-99.1299319291
124,3156,19.324399377,-99.1730979576,266,6960,19.3244362864,-99.1730979576
161,4193,19.5218336967,-99.085266772,43,1173,19.5218322874,-99.085266772
265,15224,19.340403237,-99.1372800597,517,13095,19.3404038251,-99.1372800597
583,15394,19.4576728927,-99.2146669019,308,7977,19.4576222916,-99.2146669019
336,13919,19.3142502,-99.0590555,194,8297,19.3142446751,-99.0590555
484,13678,19.4209709112,-99.0652935197,383,9714,19.4209708904,-99.0652935197
102,2704,19.5111333645,-99.1984020074,340,8738,19.5110813162,-99.1984020074
206,5284,19.5061518931,-99.167460254,92,4496,19.5061641358,-99.167460254
459,11568,19.4814274922,-99.1933438073,528,13409,19.4814305094,-99.1933438073
235,14448,19.3124815882,-99.1241597878,61,5947,19.31239969,-99.1241597878
543,13822,19.364876269,-99.1099503846,226,5791,19.3648787666,-99.1099503846
261,6820,19.4184146118,-99.1056504742,79,9315,19.4184066763,-99.1056504742
216,16100,19.2662881345,-98.9993155134,113,2936,19.2663429946,-98.9993155134
624,16030,19.3916192782,-99.073992144,231,5924,19.3915612832,-99.073992144
384,9717,19.3426614479,-99.1432279987,151,3884,19.3426395783,-99.1432279987
436,11069,19.4247682274,-99.1058235721,149,3813,19.4247599529,-99.1058235721
89,2336,19.4583974427,-99.2143555685,66,1793,19.4583466,-99.2143555685
440,11168,19.3582730001,-98.990904836,256,6651,19.3583203373,-98.990904836
334,16161,19.3967637827,-99.2032233908,416,10508,19.3967658047,-99.2032233908
146,3739,19.4994547,-99.1493467,71,1941,19.4994494691,-99.1493467
65,1780,19.2998775669,-99.1106217794,159,4096,19.2998735965,-99.1106217794
202,5159,19.4160453733,-99.0725552738,611,15646,19.416095933,-99.0725552738
97,5858,19.3051342,-99.2345436,576,14691,19.3051586629,-99.2345436
92,2423,19.5079767041,-99.1731153907,206,5281,19.507976035,-99.1731153907
225,5751,19.2843904205,-99.1894287341,144,3718,19.2844000349,-99.1894287341
452,11434,19.4679065723,-99.138714976,270,7026,19.4679695166,-99.138714976
280,13417,19.4175236993,-99.0722694692,259,6732,19.4175263405,-99.0722694692
315,8188,19.3443567739,-99.1624114716,183,4728,19.3443567791,-99.1624114716
236,6074,19.4130615,-99.1648924,457,11519,19.4130568321,-99.1648924
35,896,19.3091726154,-99.2286578772,371,9416,19.3091208853,-99.2286578772
59,11826,19.4848636364,-99.1223019122,327,11628,19.484836,-99.1223019122
71,1941,19.4994494691,-99.1493338267,146,3739,19.4994547,-99.1493338267
91,2408,19.4276226,-99.1796429,219,12053,19.427623647,-99.1796429
10,14305,19.2635216989,-99.1076976797,61,5971,19.2635611516,-99.1076976797
159,4095,19.2999637551,-99.1110172918,402,10136,19.2999692114,-99.1110172918
387,12633,19.5539312217,-99.0509152413,580,14760,19.5539422252,-99.0509152413
42,1103,19.0914749185,-98.7820612702,591,15120,19.0914157718,-98.7820612702
110,2900,19.382911316,-99.0607534927,613,15711,19.3829296455,-99.0607534927
500,12576,19.3038117228,-99.145246516,513,12956,19.303795291,-99.145246516
57,1513,19.351240353,-99.2184236085,499,12557,19.3512133295,-99.2184236085
260,6773,19.4900890871,-99.0525552098,72,13946,19.4900663653,-99.0525552098
124,3174,19.3030555918,-99.1859351193,162,4223,19.3030491363,-99.1859351193
100,2642,19.425682409,-99.1280502855,475,12047,19.4256164862,-99.1280502855
113,2936,19.2663429946,-98.9993010194,216,16100,19.2662881345,-98.9993010194
375,9491,19.2645477738,-99.1080333807,165,16536,19.2645417,-99.1080333807
324,8400,19.4123705597,-99.1813028389,164,4278,19.4123299367,-99.1813028389
112,2922,19.4081446611,-98.9884195053,125,3206,19.4081446194,-98.9884195053
231,11287,19.3838397376,-99.075937392,78,13307,19.3838265199,-99.075937392
165,16538,19.2644974,-99.108199,10,307,19.2644813626,-99.108199
424,10765,19.4765678952,-99.1388946846,262,6868,19.4765549435,-99.1388946846
327,8469,19.4854303691,-99.1186097129,303,7859,19.4855134755,-99.1186097129
41,15309,19.2958306,-99.1505435,84,2241,19.2958293323,-99.1505435
136,8282,19.5091196773,-99.1991413884,89,8942,19.5091782423,-99.1991413884
100,2643,19.4262275,-99.1303735,79,9318,19.4262082386,-99.1303735
415,10482,19.3641703944,-99.1889587559,324,8386,19.3641684121,-99.1889587559
5,2499,19.3567559694,-99.0867278413,78,13322,19.3567517327,-99.0867278413
366,9290,19.3846417552,-99.0757300798,624,16038,19.3845924496,-99.0757300798
314,8159,19.3681151885,-99.166399223,156,4048,19.3681798145,-99.166399223
265,6946,19.3453525085,-99.1374943403,61,5933,19.345354843,-99.1374943403
275,7177,19.4770211352,-99.1215529554,262,6859,19.4769939484,-99.1215529554
151,3883,19.341718781,-99.1411423316,155,4020,19.3417111153,-99.1411423316
377,9537,19.5201565685,-99.0965319079,535,13556,19.5201639584,-99.0965319079
628,16216,19.3710406448,-99.188287893,324,12246,19.3710108049,-99.188287893
39,1004,19.3219399567,-99.093593048,520,13160,19.3219471305,-99.093593048
414,10412,19.3423528523,-99.1548022899,156,4041,19.3423064523,-99.1548022899
144,3688,19.3035854117,-99.1454168839,472,11928,19.3036047856,-99.1454168839
335,8646,19.3416140258,-99.14128656,473,13480,19.3416173,-99.14128656
352,9020,19.4347537168,-99.1077133247,527,13354,19.4347813233,-99.1077133247
506,12775,19.3238466706,-99.0493285437,128,3277,19.3238617854,-99.0493285437
22,635,19.3440468181,-99.107818498,502,12659,19.3439860119,-99.107818498
170,4411,19.3693232917,-99.1828301408,83,15277,19.3693117858,-99.1828301408
14,403,19.321781831,-99.0820867549,69,1836,19.3217946962,-99.0820867549
624,16010,19.4148676024,-99.0746589649,231,11275,19.4148883794,-99.0746589649
369,9370,19.300538754,-99.1485878645,9,271,19.3005122317,-99.1485878645
535,13550,19.5048141155,-99.1114775289,245,6291,19.5048023864,-99.1114775289
149,3816,19.4204339706,-99.097616318,436,11072,19.4203957898,-99.097616318
282,7310,19.5363730234,-99.0272255731,2,56,19.5363021032,-99.0272255731
6,127,19.4259139271,-99.1022138645,72,1944,19.4259556328,-99.1022138645
78,2069,19.3838315468,-99.0758233464,413,10373,19.3838654538,-99.0758233464
550,13997,19.3754146704,-99.2021493789,242,7769,19.3753874022,-99.2021493789
15,12817,19.3233639322,-99.1724984427,281,7300,19.3234219773,-99.1724984427
125,3227,19.4281370957,-99.0535020125,55,1440,19.4280865768,-99.0535020125
582,14776,19.3453339486,-99.0649630742,194,4926,19.3452552072,-99.0649630742
635,16323,19.3129583959,-99.1627152327,156,4034,19.3129950213,-99.1627152327
402,10133,19.308017047,-99.1342858129,372,9455,19.3080012902,-99.1342858129
44,1184,19.4276467602,-99.1795576134,219,12053,19.427623647,-99.1795576134
169,4407,19.3373148042,-99.186378716,212,5375,19.3373052488,-99.186378716
517,13061,19.255108585,-99.1022344333,176,4550,19.2551036967,-99.1022344333
336,13914,19.3217919031,-99.0730461541,551,14016,19.3217792469,-99.0730461541
215,5422,19.3949863228,-99.2305637059,439,11128,19.3950036707,-99.2305637059
425,10787,19.3591326642,-99.1354435593,381,9653,19.3591257763,-99.1354435593
165,16546,19.2585885143,-99.083541129,61,5985,19.2585868466,-99.083541129
435,11032,19.3442389596,-99.0643369202,51,1366,19.3442993242,-99.0643369202
388,9799,19.6109692836,-99.1813987516,340,8759,19.6110505078,-99.1813987516
139,3611,19.5985606811,-99.0496923779,179,4635,19.598598263,-99.0496923779
9,257,19.3443674852,-99.1624998766,183,4728,19.3443567791,-99.1624998766
500,12601,19.2834220097,-99.2030621256,144,3723,19.2833940487,-99.2030621256
198,5038,19.2844585973,-99.1891386093,266,6975,19.2844544998,-99.1891386093
393,9921,19.4382625,-99.1376386,254,6604,19.4382443376,-99.1376386
15,12845,19.3437191682,-99.1415136306,621,15940,19.3437236298,-99.1415136306
387,12610,19.4859271744,-99.1034549243,363,9222,19.4859147532,-99.1034549243
256,7153,19.3566499259,-98.9857473685,347,8885,19.3566499492,-98.9857473685
152,3931,19.2769004,-99.1331296,221,10961,19.2769298019,-99.1331296
243,6236,19.3599038037,-99.2288923757,117,13248,19.359907268,-99.2288923757
16,6543,19.4451482136,-99.087067197,224,5742,19.4452152764,-99.087067197
97,2558,19.3364859708,-99.1938504516,35,914,19.3365048446,-99.1938504516
354,9057,19.4886646422,-99.2168379505,583,14832,19.4887265705,-99.2168379505
366,9284,19.3950163131,-99.0731995892,611,15654,19.3949712501,-99.0731995892
451,11432,19.3586072843,-99.0901785223,133,3435,19.3586140567,-99.0901785223
46,1246,19.4578819656,-99.0803086534,72,1954,19.4578318442,-99.0803086534
284,7425,19.4308822803,-99.1335911994,59,7726,19.4309551,-99.1335911994
463,11680,19.4327759483,-99.1722595066,236,6066,19.4328186806,-99.1722595066
80,9629,19.3800262286,-99.1402556686,152,3915,19.3799894936,-99.1402556686
113,2959,19.3194656338,-99.0796337687,520,13158,19.3194786929,-99.0796337687
101,2673,19.2781176381,-99.010123176,159,4131,19.2781725137,-99.010123176
270,7037,19.5025466046,-99.1311741731,95,2477,19.5024779,-99.1311741731
336,8655,19.3169268034,-99.0651858098,39,996,19.3170111011,-99.0651858098
424,10780,19.4910659751,-99.1688480632,206,5274,19.4909957751,-99.1688480632
540,13688,19.3269518394,-99.052423779,194,8330,19.3269941811,-99.052423779
454,14383,19.4206596571,-99.1755626399,401,10128,19.420674291,-99.1755626399
251,6505,19.3059776663,-99.2668223096,31,813,19.3059468446,-99.2668223096
15,12822,19.3316172583,-99.1709969745,229,5890,19.3315557102,-99.1709969745
219,5598,19.4259390168,-99.1938215473,213,5391,19.4259482972,-99.1938215473
67,1805,19.5185054264,-99.147585642,75,1998,19.5184655562,-99.147585642
151,3893,19.3168519982,-99.1382892569,454,14423,19.3168670048,-99.1382892569
58,1551,19.4882999265,-99.1016921145,139,14847,19.4883611829,-99.1016921145
393,9922,19.4375651327,-99.1377431003,254,6605,19.4376385024,-99.1377431003
89,8942,19.5091782423,-99.1991206651,136,8282,19.5091196773,-99.1991206651
332,14365,19.4248283098,-99.0337720308,259,6744,19.424842661,-99.0337720308
15,464,19.3259388357,-99.1681573944,85,5396,19.3259277413,-99.1681573944
454,14384,19.4206948097,-99.1753888238,217,5518,19.420687,-99.1753888238
288,7522,19.3860412065,-99.2476470901,8,197,19.3860206974,-99.2476470901
177,4606,19.3785424679,-99.0695164786,587,14951,19.3785211654,-99.0695164786
149,3813,19.4247599529,-99.1058070676,436,11069,19.4247682274,-99.1058070676
308,7980,19.4563674225,-99.2153209348,291,7605,19.4563069251,-99.2153209348
75,2016,19.4691347494,-99.1372101819,67,1818,19.4690462,-99.1372101819
22,631,19.3566190612,-99.1094927555,150,3868,19.3565454397,-99.1094927555
45,1225,19.490315965,-99.118553961,59,7747,19.490350577,-99.118553961
315,8190,19.343770268,-99.1573100001,155,4010,19.3437757636,-99.1573100001
465,11735,19.3106017226,-99.1736437925,98,2567,19.3106340267,-99.1736437925
462,11635,19.5961140714,-99.039943335,174,4510,19.5961637255,-99.039943335
484,12213,19.4186395082,-99.0563031053,51,15849,19.4186990118,-99.0563031053
549,13984,19.3541069859,-99.0818667319,381,9661,19.354071782,-99.0818667319
617,15787,19.4823261965,-99.1062909047,139,3574,19.4823610436,-99.1062909047
41,4770,19.2881752,-99.1803127,198,5046,19.2881662315,-99.1803127
541,13758,19.2994538182,-99.1453414736,27,722,19.2994519,-99.1453414736
336,8676,19.3300872032,-99.1351328696,493,12394,19.3300820707,-99.1351328696
231,11284,19.389913499,-99.0743848632,582,14817,19.3898479918,-99.0743848632
612,15690,19.2648811509,-99.1100656646,235,14457,19.2648831433,-99.1100656646
151,3885,19.3415029382,-99.1437605589,65,1766,19.3415236536,-99.1437605589
37,958,19.3584306081,-99.1626026211,83,2224,19.358429353,-99.1626026211
137,3517,19.2647228946,-99.1056810414,10,3631,19.2647247809,-99.1056810414
41,4768,19.2842380282,-99.1901106664,500,12599,19.2842465106,-99.1901106664
153,3938,19.4209472,-99.1761272,219,12048,19.4209489484,-99.1761272
440,11157,19.3536088164,-98.9745110263,356,9108,19.3535945202,-98.9745110263
333,8624,19.5200013178,-99.1568755107,67,1808,19.5200503454,-99.1568755107
142,3664,19.282933,-99.2294146,97,4383,19.2829670704,-99.2294146
92,4496,19.5061641358,-99.1674997799,206,5284,19.5061518931,-99.1674997799
621,15931,19.3226113658,-99.1392224801,217,5554,19.3225576719,-99.1392224801
440,11163,19.3562866645,-98.9833821394,356,9113,19.3562744718,-98.9833821394
439,11133,19.4033098066,-99.1953987124,8,10629,19.4033104008,-99.1953987124
266,6969,19.3047141631,-99.1803415482,198,15994,19.3047517223,-99.1803415482
454,14387,19.419943407,-99.1749018976,217,5519,19.4199235765,-99.1749018976
265,15215,19.3287322812,-99.1165032406,39,1008,19.3287279,-99.1165032406
198,5051,19.2929904583,-99.1783365411,41,4771,19.2929924963,-99.1783365411
484,12218,19.4141401515,-99.0431169185,211,7695,19.4141590634,-99.0431169185
627,16184,19.3723724,-99.0712526,133,3421,19.372362802,-99.0712526
12,338,19.4189462974,-99.1776720785,441,11180,19.4189641436,-99.1776720785
16,481,19.4356716723,-99.1702809602,463,11675,19.4357329381,-99.1702809602
445,11224,19.3056209333,-99.1846250133,278,7214,19.3056182,-99.1846250133
525,13269,19.3566454,-99.1116727,170,4427,19.3566474004,-99.1116727
46,1239,19.4498143902,-99.0816418798,240,6174,19.4497908068,-99.0816418798
480,12140,19.3056182,-99.18463,278,7213,19.3056182,-99.18463
156,4027,19.29786491,-99.1523414723,500,12586,19.2978736549,-99.1523414723
617,15791,19.4992752973,-99.0954690496,504,12701,19.4992407287,-99.0954690496
97,5858,19.3051342,-99.2345436,371,9411,19.3051342,-99.2345436
599,15303,19.4632328,-99.1541099,606,15522,19.463221003,-99.1541099
166,4323,19.3411260332,-99.2069420882,488,12272,19.3411304585,-99.2069420882
158,15782,19.3385369978,-99.1178903277,168,4399,19.3385312638,-99.1178903277
151,3884,19.3426395783,-99.1431880149,384,9717,19.3426614479,-99.1431880149
78,13302,19.4024114439,-99.0715501353,624,16020,19.4023596764,-99.0715501353
71,1939,19.5030464,-99.1560076,206,5289,19.5030464,-99.1560076
221,5672,19.2889855279,-99.1468452045,137,3546,19.2889887687,-99.1468452045
165,16537,19.2644974,-99.108199,10,307,19.2644813626,-99.108199
164,4278,19.4123299367,-99.1812980094,324,8400,19.4123705597,-99.1812980094
146,3748,19.5069102285,-99.1698668922,92,2422,19.5069082662,-99.1698668922
449,11342,19.3566951885,-99.098007355,226,5800,19.3566525202,-99.098007355
337,8698,19.5041441357,-99.2013585833,120,3093,19.5041170517,-99.2013585833
273,7141,19.3537369084,-99.1110080278,199,5069,19.3537088945,-99.1110080278
259,8836,19.4201051282,-99.0142307491,125,12414,19.4201050391,-99.0142307491
122,3126,19.4770158446,-99.1215376289,275,7177,19.4770211352,-99.1215376289
307,7932,19.3241062985,-99.1733432516,443,11195,19.3240239115,-99.1733432516
231,11283,19.3947964217,-99.0732499433,611,15655,19.3948596688,-99.0732499433
20,563,19.3377296917,-99.1963089637,97,5844,19.3377337433,-99.1963089637
14,408,19.334787383,-99.0812137327,69,1844,19.3347832467,-99.0812137327
169,4402,19.3420451597,-99.1404522069,17,9751,19.3420663,-99.1404522069
504,12702,19.4993242574,-99.0954358406,139,8794,19.499268695,-99.0954358406
